站名,年月,1日雨量,2日雨量,3日雨量,4日雨量,5日雨量,6日雨量,7日雨量,8日雨量,9日雨量,10日雨量,11日雨量,12日雨量,13日雨量,14日雨量,15日雨量,16日雨量,17日雨量,18日雨量,19日雨量,20日雨量,21日雨量,22日雨量,23日雨量,24日雨量,25日雨量,26日雨量,27日雨量,28日雨量,29日雨量,30日雨量,31日雨量
北政國中,20114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2,0,0,0,0,0,0,0,0
長安國小,20114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,0,0,0,0,0,0,0,0
望星橋,20114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0
白馬山莊,20114,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,14.5,0,0,0,0,7,0,0,0,0,0,0,0,0,0
中和橋,20114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0.5,0,0,0,0,0,0,0,0
磺溪橋,20114,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,15,0.5,0,0,0,3,0,0,0,0,0,0,0,0,0
宜興橋,20114,0,0,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0.5,14.5,0.5,0,0,0,12.5,1.5,0,0,0,0,0,0,0,0
雙溪,20114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.5,0,0,0,0,0,0,0,0
湖田國小,20115,0,1,1,3.5,0,0,0,0,0,0,0,21.5,32.5,21,5,49,10.5,0,0,0,0,2,1.5,0,0,0.5,28.5,72,0,0,0
大屯國小,20115,0.5,0.5,2.5,4.5,0.5,0.5,0,0,0,0,0,35.5,49.5,26.5,10,60,18.5,0,0,0,0,1.5,2.5,2.5,0,0,10,43,0,0,0
桃源國中,20115,0,0.5,1,0.5,0.5,0.5,0,0,0,0,0,25,39.5,11.5,2.5,38.5,22.5,0,0,0,0,0,0,0.5,0,0,4,11.5,0,0,0
北投國小,20115,0,0.5,1.5,3.5,0.5,0.5,0,0,0,0,0,26,32,29,7.5,57.5,14,0,0,0,0,2,2,3.5,0,0,5.5,8.5,0,0,0
陽明高中,20115,0.5,1,0.5,2.5,0.5,0.5,0,0,0,0,0,31,25.5,24,8.5,18.5,18,0,0,0,0,0,2.5,8,0,0.5,15.5,3.5,0,0,0
太平國小,20115,1,0.5,0,0.5,0,0,0,0,0,0,0,21.5,29.5,22.5,11,57.5,17,0,0,0,0,0,2.5,8,0,0.5,19.5,2.5,0,0,0
民生國中,20115,1,1,0,1.5,0,0,0,0,0,0,0,18,23,26,14.5,45,16,0,0,0,0,0,2,7.5,0,2.5,31.5,12.5,0,0,0
中正國中,20115,0.5,1.5,0,3,0.5,0.5,0,0,0,0,0,17.5,30,30,7.5,49.5,18.5,0,0,0,0,0,2,10,0,1,33,6.5,0,0,0
三興國小,20115,0.5,0.5,0,3,0.5,0.5,0,0,0,0,0,15,34,30.5,7.5,43,19,0,0,0,0,0,3,9,0,2,41.5,16,0,0,0
格致國中,20115,0,0.5,0.5,1,0,0,0,0,0,0,0,27.5,23,23.5,5.5,50.5,7.5,0,0,0,0,0,4,2.5,0,0.5,13.5,35,0,0,0
平等國小,20115,0.5,0.5,0,2,0,0,0,0,0,0,0,24,23.5,29,6,53,10,0,0,0,0,0,3,2,0,1,18.5,45.5,0,0,0
至善國中,20115,0.5,1,0.5,2.5,0,0,0,0,0,0,0,27.5,23.5,26.5,8,61.5,17,0,0,0,0,0,3,4,0,2,17.5,18.5,0,0,0
碧湖國小,20115,0.5,0.5,0.5,2,0.5,0.5,0,0,0,0,0,18,20,27,12,54,16,0,0,0,0,0,2,5.5,0,1,23.5,23.5,0,0,0
東湖國小,20115,0.5,1,0,2.5,0.5,0.5,0,0,0,0,0,27,21,31,14.5,29,9,0,0,0,0,0.5,3,8.5,0,3,32,32.5,0,0,0
?公國中,20115,0.5,1,0,3.5,0.5,0.5,0,0,0,0,0,22,8,24,4.5,36,16.5,0,0,0,0,3,3.5,8.5,0,3,39,25,0,0,0
舊莊國小,20115,0.5,1,0,3,0.5,0.5,0,0,0,0,0,43,28.5,34,9.5,35,18.5,0,0,0,0,0.5,5,9.5,0,2,32,39,0.5,0,0
市政中心,20115,0.5,0.5,0,3,0.5,0.5,0,0,0,0,0,19.5,27,21,3.5,37,12.5,0,0,0,0,2,2.5,7.5,0,1.5,30.5,12.5,0,0,0
博嘉國小,20115,0.5,0.5,0,3,0.5,0.5,0,0,0,0,0,47.5,28,37.5,8.5,27,20.5,0,0,0,0,2,8.5,12,0,2.5,42,25.5,0.5,0,0
北政國中,20115,0,0.5,0.5,3,0.5,1,0,0,0,0,0,122.5,23.5,45,10.5,28,21.5,0,0,0,0,2,12,11.5,0,2.5,53.5,20.5,0,0,0
長安國小,20115,1,1,0,2,0.5,0.5,0,0,0,0,0,20,29,26.5,12.5,48.5,16.5,0,0,0,0,0,1.5,7,0,2,28.5,6,0,0,0
望星橋,20115,0,0.5,0,1,0,0,0,0,0,0,0,12.5,11,9.5,4,32.5,8,0,0,0,0,0,1.5,2.5,0,0.5,6,4,0,0,0
白馬山莊,20115,0.5,1.5,0,0.5,0,0,0,0,0,0,0,25,15.5,28.5,12,36,13,0,0,0,0,1,1,6,0,2,25,21,0,0,0
中和橋,20115,0,0,0.5,2,0,0,0,0,0,0,0,14,17,15.5,5,29,8.5,0,0,0,0,1,1,1.5,0,0,3.5,5,0,0,0
磺溪橋,20115,0,0,0,1,0,0,0,0,0,0,0,16,13,12,4,27,9,0,0,0,0,0,2,3.5,0,0,4.5,4,0,0,0
宜興橋,20115,0.5,0.5,0.5,3,0.5,0.5,0,0,0,0,0,42.5,30.5,36.5,10,35.5,19.5,0,0,0,0,0.5,5.5,9.5,0,2,34.5,43,0,0,0
雙溪,20115,0,2,0,2.5,0,0,0,0,0,0,0,24.5,20.5,29,8.5,64,16,0,0,0,0,0,3,3,0,1.5,16.5,28.5,0,0,0
湖田國小,20116,1.5,11.5,0,0,0,0,0,0,0,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,35,282.5,38.5,10.5,51.5,6.5,0,0
大屯國小,20116,1,11.5,0,0,0,0,0,0,4,4.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,27,181,0,0.5,40.5,7.5,0,0
桃源國中,20116,0.5,2.5,0,0,0,0,0,0,1.5,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,13,122,59,0,24,5.5,0,0
北投國小,20116,1.5,10,0,0,0,0,0,0,7,4.5,0.5,0.5,0,0,0,0,0.5,0,0,0,0,0,0,13,144,46,0,28,7.5,0,0
陽明高中,20116,1,11.5,0,0,0,0,0,0,10,12,2,0,0,0,0,2,0,0,0,0,0,0,0,12.5,93.5,63.5,0,28.5,12.5,0,0
太平國小,20116,1,10.5,0,0,0,0,0,0,10,16.5,3,0,0,0,0,0,0,0,0,0,0,0,0,12,90,70,0,38,20.5,0,0
民生國中,20116,11.5,7,0,0,0,0,0,0,1.5,27,8,0,0,0,0,0,0,0,0,0,0,0,0,6.5,90,18,0,90,7,0,0
中正國中,20116,7,8.5,0,0,0,0,0,0,17.5,15.5,2.5,0,0,0,0,0,0.5,0,0,0,0,0,0,11,109,26,0,51.5,24.5,0,0
三興國小,20116,13,5.5,0,0,0,0,0,0,6.5,13,5.5,0,7,0.5,0,9,0,0,0,0,0.5,0,0,8.5,88,20.5,0,83,10.5,0,0
格致國中,20116,2.5,8,0,0,0,0,0,0,2,7.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,18.5,185.5,45,5,51,26.5,0,0
平等國小,20116,1.5,6,0,0,0,0,0,0,1,9,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,19,135.5,23.5,1,53,18,0,0
至善國中,20116,2,11,0,0,0,0,0,0,5,20.5,2,0,0,0,0,2,3,0.5,0,0,0,0,0,18.5,126.5,34,5.5,62.5,26,0,0
碧湖國小,20116,5,5.5,0,0,0,0,0,0,0,18,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,10,106.5,13,0,69.5,4.5,0,0
東湖國小,20116,10.5,6,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,0,0,0,0,11.5,85,6,0,33,1.5,0,0
?公國中,20116,18.5,6,0,0,0,0,0,0,0,10,2,0,9,0,0,3.5,0,0,0,0,0.5,0,0,7.5,89.5,14.5,0,75.5,8.5,0,0
舊莊國小,20116,16.5,4,0,0,0,0,0,0,0,11,1,0,8,0,0,0,0,0,0.5,0,0.5,0,0,7,89,5,0,25.5,5,0,0
市政中心,20116,16,7,0,0,0,0,0,0,5,11,7,0,7,0,0,3.5,0,0,0,0,0.5,0,0,8.5,82,15,0,79,7.5,0,0
博嘉國小,20116,30,7.5,0,0,0,0,0,0,2,12.5,6.5,0.5,6,0,0,1.5,0,0.5,1,0,1,0,0,11,106.5,12,0,52.5,9.5,0,0
北政國中,20116,40.5,7.5,0,0,0,0,0,0,3,19,1.5,1.5,4.5,0,0,4,1,5.5,2,0,1,0,0,17.5,127.5,14,0,41.5,11,0,0
長安國小,20116,3,10.5,0,0,0,0,0,0,12,15.5,0.5,0,4,0,0,0,0,0,0,0,0,0,0,10.5,90.5,37,0,49,19,0,0
望星橋,20116,1,5,0,0,0,0,0,0,3,7,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,6,58.5,22,1.5,34,18.5,0,0
白馬山莊,20116,14,4,0,0,0,0,0,0,0,10,0,0,2.5,0,0,0,0,0,0,0,0.5,0,0,10,95,6.5,0,24.5,3.5,0,0
中和橋,20116,0.5,6.5,0,0,0,0,0,0,3,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,7.5,70,25.5,0,19.5,4.5,0,0
磺溪橋,20116,0,4,0,0,0,0,0,0,4,4,0.5,0,0,0,0,0,1.5,0,0,0,0,0,0,10,64,30.5,0,23,3.5,0,0
宜興橋,20116,18.5,4,0,0,0,0,0,0,0,12,1.5,0,7.5,0,0,0,0,0,0.5,0,0.5,0,0,8.5,88,5,0.5,25.5,5.5,0,0
雙溪,20116,1.5,9,0,0,0,0,0,0,1.5,12.5,1,2,0,0,0,0.5,0,0,0,0,0,0,0,18.5,147,38,1.5,52,15,0,0
湖田國小,20117,0,0,0,0,0,0,0,0,7,20,0.5,0,13.5,16.5,5.5,1.5,26.5,8,2.5,0,0,0,0,0,0,0,0,0,0,0,0
大屯國小,20117,0,0,0,0,0,0,0,0,0,15,0,0,35,21,10,3,2,13,3,0,0,0,0,0,0,0,0,0,0,0,0
桃源國中,20117,0,0,0,0,0,0,0,0,0,12,0,0,26.5,28.5,16,3.5,0,17.5,4,0,0,0,0,0,3,0,0,0,0,0,0
北投國小,20117,0,0,0,0,0,0,0,0,0,7,0,0,16.5,17.5,10.5,3,1,7.5,2,0,0,0,0,0,0,0,0,0,0,0,0
陽明高中,20117,0,0,0,0,0,0,0,0,0,3.5,0,0,21,12,13.5,3,10.5,5.5,2,0,0,0,0,0,0,1.5,0,0,0,0,0
太平國小,20117,0,0,2,0,0,0,0,0,0,2.5,0,0,55,12.5,18.5,4.5,26.5,8,2.5,0,0,0,0,0,10.5,7,0,0,0,0,0
民生國中,20117,0,0,5,0,0,0,0,0,0,4,1.5,0,33.5,8.5,9.5,3,44.5,2.5,1.5,0,8,0,0,0,2.5,20,0,0,0,0,0
中正國中,20117,0,0,7,0,0,0,0,0,0,1,0,0,78,14,38.5,4.5,31,8,3.5,0,1.5,0,0,0,22.5,38.5,0,0,6,0,0
三興國小,20117,0,0,0,0,0,0,0,0,0,1.5,1.5,0,42.5,7.5,18,3.5,36.5,3.5,2,0,19,0,0,0,17,51,0,0,0,0,0
格致國中,20117,0,0,0,0,0,0,0,0.5,2,16.5,0.5,0,8,9,7.5,1,2,3,1.5,0,0,0,0,0,0,0,0,0,11,0,0
平等國小,20117,0,0,0,0,0,0,0,0,0.5,18,0.5,0,2,10.5,4.5,0,12.5,2,1,0,0,0,0,0,3,0,0,0,10.5,0,0
至善國中,20117,0,0,0,0,0,0,0,0,1,8.5,0.5,0.5,33,6,7,1.5,3.5,3,1,0,0,0,0,0,1.5,3.5,0,0,1,0,0
碧湖國小,20117,0,0,0,0,0,0,0,0,0,6.5,1,0,7.5,8.5,7,2.5,1.5,1.5,1.5,0,1.5,0,0,0,0,0.5,0,0,0,0,0
東湖國小,20117,0,0,0,0,0,0,0,3,0,5,1.5,0,9.5,3.5,3,4,0,1.5,1,1,12,1.5,0,0,0,0,0,0,0,0,1.5
?公國中,20117,0,0,0,1,0,0,0,0,0,4.5,1.5,0,37.5,10.5,14,2,19.5,3,2.5,1,20.5,0.5,0,0,1,31,0,0,0,0,0
舊莊國小,20117,0,0,0,0,0,0,0,0,0,3.5,8,0,6.5,2.5,5,7.5,6,1.5,1.5,1,5,0,0,0,7.5,0,0,0,0,0,0
市政中心,20117,0,0,0,0,0,0,0,0,0,3,2,0,28,7.5,12,1.5,27.5,3,1.5,0,18.5,0,0,0,8,49,0,0,0,0,0
博嘉國小,20117,0,0,0,0,0,0,0,0,0,1,0.5,0,67,8.5,17,4.5,10,5,3.5,0,0,0.5,0,0,14,36.5,0,0,0,0,0
北政國中,20117,0,0,0,0.5,0,0,0,0,0,1.5,0,0,43.5,8.5,22,11,3,3,3.5,0,0,0.5,0,0,0,48.5,0,0,0,0,0
長安國小,20117,0,0,3.5,0,0,0,0,0,0,1,1,0,35,8,21.5,2,64.5,6.5,2.5,0,0.5,0,0,0,18,23,0,0,0,0,0
望星橋,20117,0,0,0,0,0,0,0,0,0,2.5,0,0,15,3,4.5,0.5,5,1.5,0.5,0,0,0,0,0,0,3,0,0,0,0,0
白馬山莊,20117,0,0,0,0,0,0,0,0,0,7,1.5,0,12,4.5,4.5,5.5,0.5,2,1.5,0.5,11,0,0,0,0,0,0,0,0,0,0
中和橋,20117,0,0,0,0,0,0,0,0,0,3.5,0,0,9,9.5,5,1.5,0.5,5,1.5,0,0,0,0,0,0,0,0,0,0,0,0
磺溪橋,20117,0,0,0,0,0,0,0,0,0,2,0,0,10,5.5,5,1.5,2,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0
宜興橋,20117,0,0,0,0,0,0,0,0,0,4,7,0,6,2,5,7,7,1,1.5,1,5,0,0,0,6,0,0,0,0,0,0
雙溪,20117,0,0,0,0,0,0,0,0,0.5,12,0.5,0,7.5,9,6,0.5,2.5,2.5,1,0,0,0,0,0,10.5,0,0,0,8.5,0,0
湖田國小,20118,0,0,0,0,21,0.5,0,34.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,33.5,0.5,27,22,0,0
大屯國小,20118,0,0,0,0,8.5,3.5,0,5,0,1.5,0,0,0,0.5,0,0,0,0,0,0,0,0,4.5,0,0,21.5,0,19.5,11,10,0
桃源國中,20118,0,0,0,0,6.5,1,0,1.5,4,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,0.5,9.5,6.5,5,0
北投國小,20118,0,0,0,0,10,0.5,0,5.5,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5,8.5,0,0,0,0,0,0,0
陽明高中,20118,0,0,0,0,7.5,3.5,0,7.5,5,9,0,0,7,14,0,0,0,0,0,0,0,0,2.5,1.5,0,20.5,0.5,0.5,1.5,2.5,0
太平國小,20118,0,0,0,0,9,1,9.5,3.5,22.5,6,0,23.5,3,23,0,0,0,0,0,0,0,0,0,30.5,0,3,1,1,1.5,4.5,0
民生國中,20118,0,0,0,0,13.5,2.5,81.5,3.5,16,15,0,4,38.5,16,0,0,0,0,0,0,21.5,0,2.5,0,0,7.5,1.5,1.5,2.5,1,0
中正國中,20118,0,0,0,0,7.5,1,33,4.5,2.5,2.5,0,9,25,32.5,0,0,0,0,0,0,5,0,7,0,0,4.5,2,2,1.5,2.5,0
三興國小,20118,0,0,0,0,13,1.5,89.5,2.5,0.5,4,22.5,28,54,22,0,0,0,0,0,0,6,0,9.5,0,0,7,2.5,2.5,3.5,0,0
格致國中,20118,0,0,0,0.5,34.5,5,2,18.5,0,18,0,3.5,2.5,6.5,0,0,0,0,0,0,0,0,6,1,0.5,17.5,0,0,2,4.5,0
平等國小,20118,0,0,0,0,25.5,0.5,2,12.5,0,0,0,0,9.5,13.5,0,0,0,0,0,0,0.5,0,2,0,6,16.5,0,25.5,24,5,0
至善國中,20118,0,0,0,0,31,5,2.5,12,2,21.5,0,1.5,7.5,29,0,0,0,0,0,0,0,0,11.5,0,3,15,0.5,0.5,2.5,3.5,0
碧湖國小,20118,0,0,0,0,10,2,27.5,21.5,4,24,27,12.5,12.5,10.5,0,0,0,0,0,0,9.5,0,0,0,0,0,0,0,0,0,0
東湖國小,20118,0,0,0,0,2.5,0,12.5,4.5,5,13.5,47.5,13.5,7,1,0,0,0,0,0,0,3,0,0,0,1.5,10,0,0,5.5,3,0
?公國中,20118,0,0,0,0,7,2.5,45.5,0,4.5,5,4,29.5,29.5,7.5,0,0,0,0,0,0,11,0,0,0,0,10,2,2,4,0.5,0
舊莊國小,20118,0,0,0,1,0,2,14.5,14,4.5,0.5,54.5,10,9.5,1,0,0,0,0,0,0,5.5,0.5,0,0,0,9.5,0,9,3,2,0
市政中心,20118,0,0,0,0,11,2.5,72.5,0,0.5,3.5,1,25.5,40.5,15,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
博嘉國小,20118,0,0,0,0,8,1,44.5,0,7.5,8,19.5,30,9,6,0,0,0,0,0,0,40.5,0,0,0,0,11,3.5,3.5,4.5,0,0
北政國中,20118,0,0,0,0,11,0.5,19.5,0,9,29,32,37.5,6,0.5,0,0,0,0,0,0,36.5,0,0,0,0,12.5,4,4,5,0.5,0
長安國小,20118,0,0,0,0,7,1.5,35.5,0,5.5,11,0,25,17.5,32,0,0,0,0,0,0,6.5,0,22,0,0,4.5,2,2,2,3,0
望星橋,20118,0,0,0,0,10.5,2,0.5,1,2.5,9.5,0,0,4.5,9.5,0,0,0,0,0,0,0,0,4,0,0,6,0,9.5,4,0.5,0
白馬山莊,20118,0,0,0,0,3.5,0.5,9.5,14,2,13.5,27,13,5,1,0,0,0,0,0,0,5,0,0,0.5,5.5,15,1.5,22.5,17,1.5,0
中和橋,20118,0,0,0,0,9,1,0.5,2.5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,6.5,9.5,0,19,0,16.5,8.5,6,0
磺溪橋,20118,0,0,0,0,5,1.5,0,1.5,0.5,1,0,0,0,6.5,0,0,0,0,0,0,0,0,0.5,5.5,0,8,0,9.5,7.5,1.5,0
宜興橋,20118,0,0,0,0,3,3,12.5,14.5,4.5,0.5,63,9.5,9.5,0.5,0,0,0,0,0,0,6,0,0,0,0,14,3,29.5,19.5,3.5,0
雙溪,20118,0,0,0,0,33,3,1,21.5,2,25,0,5,13,20.5,0,0,0,0,0,0,0,0,8.5,0,4.5,14.5,0,0,3,8,0
湖田國小,20119,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0.5,10,0,0,0,9.5,1.5,0,0,0,0,0,0,34,8,0,0,83.5,0
大屯國小,20119,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,2,1,0,0,0,0,0,0,2.5,0,0,0,13.5,0
桃源國中,20119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0
北投國小,20119,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
陽明高中,20119,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0.5,0,0,0,9.5,0
太平國小,20119,0.5,0,0,0,0,0,0,0,0,0,0,0,1,26,0,0,0,3,0,0,0,0,0,0,0,1.5,0.5,0,0,3.5,0
民生國中,20119,0,0,0,0,0,0,0,0,0,0,0,0.5,7,51.5,0,0,0,0,0.5,0,0,0,0,0,0,4,0.5,0,0,7,0
中正國中,20119,1,4.5,0,0,0,0,0,0,0,0,0,0.5,28,8.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,9.5,0
三興國小,20119,0.5,0.5,0,0,0,0,0,0,0,0,0,0,45,11,0,0,0,1,0,0,0,0,0,0,0,0.5,0.5,0,0,24.5,0
格致國中,20119,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1.5,0.5,0,0,3,1,0,0,0,0,0,0,2,1.5,0,0,29,0
平等國小,20119,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,2,0,0,4,2,0.5,0,0,0,0,0,8.5,2.5,0,0,37.5,0
至善國中,20119,0.5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,21.5,0
碧湖國小,20119,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,0,0,0,0.5,0,0,0,0,0,0,0,7.5,0,0,0,17,0
東湖國小,20119,8,0,0,0,0,0,0,0,0,0,0,0,5.5,34,0,0,0,1.5,0,0,0,0,0,0,0,11,0,0,0,9.5,0
?公國中,20119,3,0.5,0,0,0,0,0,0,0,0,0,0,50,20.5,0.5,0,0,0,0.5,0,0,0,0,0,0,1.5,1.5,0,0,27,0
舊莊國小,20119,5,0,0,0,0,0,0,0,0,0,0,0,44,18,0,0,0,0.5,0,0,0,0,0,0,0,2.5,1,0,0,29.5,0
市政中心,20119,0,0.5,0,0,0,0,0,0,0,0,0,0,35.5,13.5,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,11,0
博嘉國小,20119,2,14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.5,0,0,0,0,0,0,0,2.5,0,0,76,0
北政國中,20119,6,28,0,0,0,0,0,0,0,0,0,0,0,6.5,0,0,0,0.5,0,0,0,0,0,0,0,0,2,0.5,0,71.5,0
長安國小,20119,0.5,2,0,0,0,0,0,0,0,0,0,0,7.5,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,5,0
望星橋,20119,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,0
白馬山莊,20119,11,0,0,0,0,0,0,0,0,0,0,0.5,0.5,18.5,0,0,0,3.5,1,0,0,0,0,0,0,9,0.5,0,0,8,0
中和橋,20119,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,16,0
磺溪橋,20119,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.5,0
宜興橋,20119,12,0,0,0,0,0,0,0,0,0,0,0,63,24.5,0.5,0,0,0.5,0.5,0,0,0,0,0,0,2.5,1,0,0,39.5,0
雙溪,20119,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2,1.5,0,0,3.5,1,0,0,0,0,0,0,1.5,0,0,0,33.5,0
湖田國小,201110,126,199.5,276.5,32,2,0,0.5,4.5,3,0,2,1,0,5,1,0,0,0,0,22,25,0,0,0,48.5,6.5,11,0,0,0.5,15
大屯國小,201110,31.5,25,58,3,0,0,0,0,0,0,4,0,0,3.5,0.5,0,0,0,0,11,2,0,0,0,6.5,0.5,0,0,0,0,1
桃源國中,201110,16,0.5,8.5,4.5,0,0,0,0,0,0,0,0.5,0,2,0.5,0,0,0,0,20,0.5,0,0,0,0,0,0,0,0,0,0
北投國小,201110,22,7,23,6.5,0.5,0,0,0,0,0,0,0,0,2.5,0.5,0,0,0,0,29.5,1.5,0,0,0,0.5,0,0,0,0,0,0
陽明高中,201110,23.5,3.5,16,0.5,0,0,0,0,2.5,0,0,0,0,3,1,0,0,0,0,11.5,4.5,0,0,0,5,0,0,0,0,0,0
太平國小,201110,37,1,11.5,0.5,0,0,0,0,3,0,0,0.5,2,5.5,1,0,0,0,0,2.5,3.5,0,0,0,3,0,0,0,0,0,0
民生國中,201110,45,9.5,29,2,0,0,0,0,6.5,0,0,0.5,16,8,1.5,0,0,0,0,5.5,2,0,0,0,6,0,0,0,0,0,0.5
中正國中,201110,22.5,5.5,24,1,0,0,0,0,3.5,0,0,0.5,14.5,12,1.5,0,0,0,0,4,3.5,0,0,0,2.5,0,0,0,0,0,0
三興國小,201110,21,8.5,32,0.5,0,0,0,0,7,0,0,5,42,8,1,0,0,0,0,10,2,0,0,0,6.5,0,1.5,0,0,0,0
格致國中,201110,39.5,48,117.5,25,3,0,0.5,1,2,0,0.5,0,0.5,5,1.5,0,0,2,0,29.5,6.5,0,0,0,33,2,1,0,0,0,3
平等國小,201110,58,48.5,102,4,0,0,0.5,1.5,3,0,1,0,0.5,2.5,0.5,0,0,0,0,28.5,31,0,0,0.5,34.5,0,1,0,0,0,4
至善國中,201110,26.5,25.5,68.5,3,0,0,0,0,4,0,0,0.5,2.5,4,1,0,0,0,0,11,10,0,0,0,17.5,0.5,0,0,0,0,2
碧湖國小,201110,87,18.5,57,8,0,0,0,0.5,7,0.5,0,1,6.5,5.5,1.5,0,0,0,0,10,6,0,0,0,14,0.5,0,0,0,0,1
東湖國小,201110,59.5,10.5,54.5,0,0,0,0,1,5,0,0.5,1.5,17,8,0,0,0,0,0,8,5,0,0,0,9,0,1,0,0,0,1
?公國中,201110,26,16.5,41.5,1,0,0,0,0,11,0,0,1.5,30,9.5,1,0,0,0,0,15.5,4.5,0.5,0,0,17,0,3,0,0,0,0.5
舊莊國小,201110,8,4,8,0,0,0,0,0,0,0,0,0,25,9,0,0,0,0,0,24,11,0,0,0,14,0,3,0,0,0,0
市政中心,201110,16.5,5,24,0.5,0,0,0,0,5,0,0,1,39.5,8.5,0.5,0,0,0,0,7,0.5,0,0,0,3,0,1,0,0,0,0
博嘉國小,201110,49,19.5,80.5,12,1,0,0,0,7.5,0,0,1,25,10.5,2.5,0.5,0,0,0,35,12,0,0,0,14,1,5.5,0,0,1,0
北政國中,201110,63.5,17.5,63,16,0.5,0,0,0,8.5,0,0,1.5,27,19,4,0.5,0,0,0,15.5,16.5,0,0,0,6,0.5,3.5,0.5,0,2,0
長安國小,201110,34.5,2,13,0,0,0,0,0,4.5,0,0,0.5,11.5,9,1.5,0,0,0,0,1.5,2,0,0,0,4,0,0,0,0,0,0
望星橋,201110,9,3,8,0.5,0,0,0,0,1,0,0,0,0.5,1,0,0,0,0,0,2.5,2,0,0,0,5.5,0,0,0,0,0,0
白馬山莊,201110,65,18,67.5,3,0,0,0,0.5,7.5,0,0,0,15,6,0,0,0,0,0,4,4,0,0,0,13,0,0,0,0,0,0
中和橋,201110,19.5,13,32.5,9,0,0,0,0,0,0,0,0,0.5,2,0.5,0,0,0,0,39,2,0,0,0,1,0,0,0,0,0,0
磺溪橋,201110,13,4,13.5,0,0,0,0,0,1,0,0,0,0,0.5,0.5,0,0,0,0,9.5,1,0,0,0,2.5,0,0,0,0,0,0
宜興橋,201110,40,35.5,84.5,13,1,0,0,0,11,0,0.5,1.5,28.5,12.5,2,0,0,0,0,28,14.5,0,0,0,28.5,2.5,8.5,0.5,0,0,1
雙溪,201110,38,40.5,98.5,6.5,0,0,0,1,4.5,0.5,0.5,1,1.5,3,1,0,0,0,0,16,17,0,0,0,20,0,0,0,0,0,1.5
湖田國小,201111,43.5,0.5,3.5,0.5,0,78,67.5,19.5,51,58.5,50,1,3,2,34,4,6.5,5.5,32.5,3.5,0,0,25,0,0,0,0,6.5,18.5,13,0
大屯國小,201111,1,0,0,0,0,30,12,8.5,30.5,43,43,0.5,4.5,0,1,1,4.5,6,39.5,2.5,0,0,2,0,0,0,0,0,4.5,6.5,0
