站名,年月,1日雨量,2日雨量,3日雨量,4日雨量,5日雨量,6日雨量,7日雨量,8日雨量,9日雨量,10日雨量,11日雨量,12日雨量,13日雨量,14日雨量,15日雨量,16日雨量,17日雨量,18日雨量,19日雨量,20日雨量,21日雨量,22日雨量,23日雨量,24日雨量,25日雨量,26日雨量,27日雨量,28日雨量,29日雨量,30日雨量,31日雨量
?公國中,20072,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,8.5,2,19.5,10,2.5,0,6,18,0,0,4,0,0,0
舊莊國小,20072,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1.5,8.5,5.5,19,12,3,0,4.5,19.5,0,0,6,0,0,0
博嘉國小,20072,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.5,8.5,0.5,21.5,11,2,0,4.5,24.5,0,0,0.5,0,0,0
北政國中,20072,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,3,9,2.5,23,10.5,1.5,0.5,4,29,0,0,1.5,0,0,0
長安國小,20072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,24.5,11,6,0.5,7,22,0,0,1.5,0,0,0
白馬山莊,20072,12.6,14,0,0,0,0,0,0,0,0.1,0,0,0,2.4,0,0,0,0.2,0,0.1,0,0.1,0.3,0,0.2,0,0.1,0,0,0,0
中和橋,20072,2.5,4.5,3.6,2.4,1.7,1.7,0,0,0,0,0,0,0,0,0,0,0,0.9,0.5,0.3,0.4,0.2,0.2,0.3,0.3,0.2,0.3,0.3,0,0,0
宜興橋,20072,3.3,4.4,0.8,1.6,0.7,0.6,0.6,0.4,0.4,0.3,0.1,0.1,0.2,0.2,0.1,0.3,0.2,0,0,0.1,0,0,0,0.1,0,0.1,0,0.1,0,0,0
雙溪,20072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,23.5,6.5,6,0,5.5,13,0,3,2.5,0,0,0
湖田國小,20073,0,0.5,0,25.5,12.5,32,31,21.5,13.5,0.5,12.5,2,1,0.5,0,0,5.5,4,6.5,9.5,0,0,0,32,0.5,5,39,0,0,0,0
大屯國小,20073,0,0.5,0,25.5,8,11.5,15.5,16.5,17,0.5,6,0.5,1,0,0,0,0,3.5,7,1.5,0,0,0,29,0.5,3.5,47,0,0,0,0
桃源國中,20073,0,0.5,0,27.5,10.5,13.5,15.5,28,25.5,0,8,1,0.5,0,0,0,0,2.5,6,0,0,0,0,42.5,0.5,1.5,38,0,0,0,0
北投國小,20073,0,0.5,0,23.5,16,13,13.5,19,17,0,8,0.5,1,0,0,0,0,2.5,5,1,0,0,0,26.5,0,2.5,35.5,0,0,0,0
陽明高中,20073,0,0.5,0,40.5,58.5,13,14.5,24,30.5,0,6,1.5,0,0,0,0,0,1.5,6.5,1,0,0,0,34.5,2.5,1,30,0,0,0,0
太平國小,20073,0,0.5,0,50.5,55,15,18.5,23,22.5,0,6.5,1,2,0,0,0,0,1,4,1,0,0,0,27.5,2.5,0.5,26,0,0,0,0
民生國中,20073,0,1.5,0,36,53.5,16,19.5,24,23.5,0.5,6.5,2.5,3.5,0,0,0,0,2,5.5,3.5,0,0,0,22.5,4,2,23.5,0,0,0,0
中正國中,20073,0,0.5,0,49.5,49,19,24,26.5,27.5,0,7,1,4.5,0,0,0,0,0.5,7.5,5.5,0,0,0,32,21.5,1.5,26,0,0,0,0
三興國小,20073,0,0.5,3,34.5,56,18.5,26,28.5,27.5,0,6.5,1.5,4,0,0,0,0,1,8,3.5,0,0,0,29,20.5,1.5,20.5,0,0,0,0
格致國中,20073,0,0,0,30,15,11,7.5,12.5,11.5,0,4,1,0.5,0,0,0,0,1.5,4.5,1,0,0,0,19,0,1.5,23,0,0,0,0
平等國小,20073,0,1,0,33,34.5,21.5,17,23,17,0,9.5,3,1,0,0,0,0.5,4,6.5,3,0,0,0,23,0,1.5,26,0,0,0,0
至善國中,20073,0,0.5,0,25,38,11.5,11.5,16,23.5,0.5,5.5,2,1.5,0,0,0,0,1,6,1.5,0,0,0,27.5,1,0.5,23.5,0,0,0,0
碧湖國小,20073,0,0.5,0,33.5,58,7.5,5.5,12.5,20,0,6,2,0.5,0,0,0,0,1,4,2,0,0,0,20,0.5,1,20,0,0,0,0
東湖國小,20073,0,1,0,33,67.5,20,23.5,30,29,0,8.5,3,3,0,0,0,0,3,5.5,3,0,0,0,26,2.5,1,21,0,0,0,0
?公國中,20073,0,1,0,28,58.5,21,29,31.5,30,0,8.5,2,4,0,0,0,0,2.5,7.5,5.5,0,0,0,28.5,12.5,1,18,0,0,0,0
舊莊國小,20073,0,1,0,19.5,52.5,23,31.5,34.5,32.5,0,10,2,3.5,0,0,0,0.5,3,6.5,8,0,0,0,29,10.5,0.5,15.5,0,0,0,0
市政中心,20073,0,0,0,30.5,51,14.5,20.5,24,25,0,5,1,4.5,0,0,0,0,0.5,7,3.5,0,0,0,25.5,14,1,15,0,0,0,0
博嘉國小,20073,0,0,0,19.5,61,19.5,28,23,29.5,0,10,2,6,0,0,0,0,1.5,10,5.5,0,0,0,36.5,16,0,18.5,0,0,0,0
北政國中,20073,0,0,0,1.5,0.5,22.5,30.5,26.5,25,0,12.5,2,5,0,0,0,0.5,1,12,7.5,0,0,0,36.5,9,0,15,0,0,0,0
長安國小,20073,0,1,0,43,48,17.5,20.5,22.5,26,0,7,1.5,3,0,0,0,0,1.5,8,4.5,0,0,0,27.5,9.5,1.5,26,0,0,0,0
白馬山莊,20073,0.1,0.1,0,0.1,0.1,0.1,0.1,0,0.1,0.1,0,0.1,0.1,0,0.1,0,0.1,0,0.1,0,0,0.1,0,0,0,0,0,0.1,0,0,0
中和橋,20073,0.3,0.4,0.4,0.3,0.4,0.3,0.2,0.4,0.1,0.4,0.1,0.3,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.2,0.3,0.3,0.4,0.3,0.4,0.4,0.3,0.6,0.5,0.2
磺溪橋,20073,0,0,0,38.9,58.7,17.3,9.9,13.9,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0
宜興橋,20073,0,0,0,0.1,0.1,0.6,8.3,1.6,1.5,1.6,69.4,10.4,2.7,0,0,0,0.6,2.9,4.7,2.9,0.3,0.2,0.3,0.5,8,0.7,0.3,0.2,0.9,0.6,0.2
雙溪,20073,0,0.5,0,31,39.5,14,12.5,17,22.5,0,6.5,1,0.5,0,0,0,0,2,6,1.5,0,0,0,27.5,0.5,1,25.5,0,0,0,0
湖田國小,20074,11.5,24.5,23,5,4,12,3,11.5,2,36.5,0,0,0,0,12.5,12.5,0.5,42,0.5,0,0,0,21.5,4,1,0,0,5.5,1,3,0
大屯國小,20074,9,19,3.5,3,2,11.5,2.5,12.5,0.5,41,0.5,0,0,0,11,11,0,44,0,0,0,0,20,2.5,3,0,0,0,0,4,0
桃源國中,20074,5.5,12,0.5,2.5,0.5,8.5,1.5,8.5,0,57.5,0,0,0,0,8.5,8.5,0,37.5,0,0,0,0,19,3.5,2,0,0,0,0,4,0
北投國小,20074,8.5,13,2,2,1,8.5,3,9,0,38,0,0,0,0,8,8,0,26.5,0,0,0,0,20,4.5,2,0,0,0,0,3.5,0
陽明高中,20074,2.5,16.5,1,2.5,1,7,3,9.5,0.5,56,0,0,0,0,3,3,0,36,0,0,0,0,30,6,1,0,0,0,0,2,0
太平國小,20074,1,17,4,3,0.5,9.5,4.5,8,1.5,59,0,0,0,0,2.5,2.5,0,33,0,0,0,0,22,2.5,1,0,0,0,0,8,0
民生國中,20074,0.5,18,6.5,3.5,0.5,7,3,6,2,60,0,0,0,0,3,3,0,39.5,0,0,0,0,18.5,3.5,0.5,0,0,0,0,9.5,0
中正國中,20074,0.5,25,9,4,0,10.5,6.5,7,3.5,63.5,0.5,0,0,0,6,6,0,38,0,0,0,0,20.5,2.5,0.5,0,0,0,0,12,0
三興國小,20074,0,23,11,3.5,0,6,5,8.5,2.5,55.5,0,0,0,0,9,9,0,41.5,0,0,0,0,18.5,3.5,0.5,0,0,0,73,20.5,0
格致國中,20074,3.5,9.5,7,1.5,1,5.5,1.5,5.5,0,27.5,0,0,0,0,3,3,0.5,17,0,0,0,0,14,2.5,0,0,0,0,0,1,0
平等國小,20074,2,15.5,15.5,4,2,8,0.5,8,1,42,0,0,0,0,3.5,3.5,0,27.5,0,0,0,0,22.5,4.5,0,0,0,3.5,0,2,0
至善國中,20074,1,12,3,2.5,1,7,1,8,0.5,43.5,0,0,0,0,2.5,2.5,0.5,32,0,0,0,0,24.5,5,0,0,0,0,0,3.5,0
碧湖國小,20074,0.5,17.5,6,2,0.5,5,2,7,1,48.5,0,0,0,0,2.5,2.5,0,28.5,0,0,0,0,19,4,0,0,0,0,0,10,0
東湖國小,20074,0.5,21.5,7.5,3,0.5,4.5,2.5,7,1.5,65.5,0,0,0,0,4.5,4.5,0,39,0,0,0,0,17,3,0,0,0,1.5,0,18.5,0
?公國中,20074,0.5,22.5,10,3.5,0.5,5.5,4,9,3,59.5,0,0,0,0.5,10.5,10.5,0,48,0,0,0,0,17.5,3,1,0,0,0.5,0,16.5,0
舊莊國小,20074,0.5,23,13,2.5,0.5,5.5,5.5,8.5,2,57.5,0,0,0,0,11,11,0.5,51,0,0,0,0,14,3.5,1,0,0,1.5,0,13.5,0
市政中心,20074,0,19,8,2.5,0,5.5,3.5,7,2,55.5,0,0,0.5,0,7,7,0,41,0,0,0,0,15,2.5,0.5,0,0,0,0,20,0
博嘉國小,20074,4,20.5,8,2,0,5,6.5,0.5,0,14,0,0,0,0,6,6,0,55,0,0,0,0,16,5.5,1,0,0,0,0,13.5,0
北政國中,20074,5,25,15,3,0,6.5,5,8,4.5,49,0.5,0,0,0,5,5,0,48,0,0,0,0,14.5,6.5,0.5,0,0,0.5,0,17.5,0
長安國小,20074,0.5,23,5.5,3.5,0.5,12.5,7,8.5,3,61,0,0,0,0,3.5,3.5,0,36.5,0,0,0,0,20,3,1,0,0,0,0,10,0
望星橋,20074,0,0,0,0,0,0,0,7,0.3,38.1,0.1,0,0,0,2.5,0,0.3,29.4,0,0,0,0,22.4,4.1,0.3,0,0,0,0,3.1,0
白馬山莊,20074,0,0,0,0,1.1,4,2.2,4.5,1,39.3,0.1,0,2.2,0.5,2.9,0,0.2,26.1,0,0,0,0,13.6,2.6,0.2,0,0,1,0.1,3.4,0
中和橋,20074,0.4,0.4,0.4,1.5,1.6,6.2,2.2,7,0,28.9,0.1,0,0,0,6.3,0,0.2,18.6,0,0,0,0,16,3.1,1.4,0,0,0,0,3.1,0
磺溪橋,20074,0,0,0,0,0,0,0,0,0,41.1,0,0,0,0,0,0,0.4,7,0,0,0,0,0,0,0,0,0,0,0,0,0
宜興橋,20074,0.1,0.1,0.1,0.2,0.4,3.9,4,7,1.5,44.9,0.2,0,0,0.5,6.8,0,0.9,36,0,0,0,0.2,1.9,0.3,0.2,0.2,0.1,0.1,0.1,0.2,0
雙溪,20074,1,12.5,7,3,1.5,7,1,7.5,0.5,47,0,0,0,0,3,3,0,30.5,0,0,0,0,24.5,6,0,0,0,0,0,3,0
湖田國小,20075,0,0,0,1,33.5,5,0,0,0,0,0,0,3,0,0,1,3.5,13.5,16.5,14.5,2.5,0,0,0,0,0,0,0,0,17.5,0
大屯國小,20075,0.5,0,0,0.5,35.5,1.5,0,0,0,0,0,0,0,0,0,0,0.5,14.5,19,13.5,0.5,0,0,0,0,0,0,0,0,2,0
桃源國中,20075,0.5,0,0,0,29,1.5,0,0,0,0,0,0,0,0,0,0,0,13,13,14,1.5,0,0,0,0,0,0,0,0,2,0
北投國小,20075,1.5,0,0,0,26.5,1.5,0,0,0,0,0,0,0,0,0,0,0.5,13.5,11,10,1,0,0,0,0,0,0,0,0,4,0
陽明高中,20075,1.5,0,0,0,29.5,4,0,0,0,0,0,0,0,0,0,0,0.5,15,22,13,0,0,1.5,0,0,0.5,0,0,0,0,0
太平國小,20075,0.5,0,0,0,26,2,0,0,0,0,0,0,0,0,3.5,0,0,10.5,19.5,12.5,0,0,0,0,1,1.5,0,0,0,0.5,0
民生國中,20075,2.5,0,0,0,28.5,2,0,0,0,0,0,0,0.5,0,0.5,0,0,10,17.5,15,0,0,1.5,0,8,0.5,0,0,0,12,0
中正國中,20075,6,0,0,0,34,3.5,0,0,0,0,0,0,0,0,0,0,0,8.5,31,13.5,0,0,0.5,0,9,3.5,0,0,0,0,0
三興國小,20075,9.5,0,0,0,33.5,4.5,0,0,0,0,0,0,0,0,0,0,0,8,26.5,14,0,0,9,0,17.5,10,0,0,1,2.5,0
格致國中,20075,3,0,0,0,20,2,0,0,0,0,0,0,0,0,0,0,0,8,14.5,7.5,0,0,3,0,0,1,0,0,0,1.5,0
平等國小,20075,3,0,0,0.5,25,3.5,0,0,0,0,0,0,1.5,0,0,0,0.5,12,19.5,11.5,0,0,3,0,0,2.5,0,0,0,1,0
至善國中,20075,1,0,0,0,26.5,2.5,0,0,0,0,0,0,0.5,0,0,0,1,14,19.5,10.5,0,0,3.5,0,0,2,0,0,0,0.5,0
碧湖國小,20075,1.5,0,0,0,23.5,3,0,0,0,0,0,0,1,0,1,0,0,12.5,13,10,0,0,1,0,2.5,0.5,0,0,0,0,0
東湖國小,20075,5.5,0,0,0,28,2.5,0,0,0,0,0,0,2,0,0,0,0,8,20,12.5,0,0,6.5,0,13,1,0,1,0,3,0
?公國中,20075,13,0,0,0.5,33,4.5,0,0,0,0,0,0,1,0,0,0,0.5,8,22.5,15,0,0,12,0,20.5,5.5,0,0,0,7,0
舊莊國小,20075,5,0,0,0.5,33.5,4,0,0,0,0,0,0,1,0,0.5,0,0,8,20,13.5,0,0,11.5,0,7.5,3.5,0,13,0,22.5,0
市政中心,20075,10,0,0,0,29.5,4,0,0,0,0,0,0,0,0,0,0,0,7,22.5,12.5,0,0,6.5,0,14.5,5,0,0,1.5,9.5,0
博嘉國小,20075,5,0,0,0,41.5,8,0,0,0,0,0,0,0,0,0,0,0,10,22,18.5,0,0.5,16.5,0,12.5,1,0,18.5,6,0,1
北政國中,20075,6.5,0,0,0,48.5,13,0,0,0,0,0,0,0,0,0,0.5,0,9,15,20,0,0,14.5,0,11,0.5,0,5,2.5,0,1.5
長安國小,20075,2,0,0,0,30,3,0,0,0,0,0,0,0,0,0,0,0,9,22.5,13.5,0,0,1.5,0,6,2.5,0,0,0,13,0
望星橋,20075,1.1,0,0,0.4,1.7,0,0,0,0,0,0,0,0.4,0,0.4,0.1,0.4,13.2,16,9.5,0.1,0,2,0,0.1,1.2,0,0,0,0.8,0
白馬山莊,20075,2.5,0.5,0.2,0.2,0,0,0,0,0,0.1,0,0,0,0,0,0.3,0,0,0,0,0.2,2.4,1.2,0.2,0.2,0,0,0,0,0,0
中和橋,20075,0.8,0,0,0.2,3.8,0,0,0,0,0,0,0,0,0,0,0,0.2,1.3,18.2,1.3,0.3,0,0.1,0,0,0,0,0,0,0.6,0
宜興橋,20075,0.1,0.2,0,0.2,0,0,0.1,0.1,0.2,0.3,0.2,0.4,0.2,0.2,0.1,0,0.1,0.7,0.3,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,0,0
雙溪,20075,1.5,0,0,0.5,27.5,4.5,0,0,0,0,0,0,0.5,0,0,0,0.5,13,20,11.5,0,0,2.5,0,0,3,0,0,0,0,0
湖田國小,20076,0,0,45.5,73.5,111.5,148,64,191,45.5,46.5,4,6.5,0,0,10,6.5,14.5,0,0,0,0,0,5.5,0,20,16,62.5,1.5,15.5,0,0
大屯國小,20076,0,0,32,58.5,100.5,165.5,53,176,51.5,41,6.5,6,0,0,10.5,6.5,5.5,0,0,0,0,0,4,0,18,39,12,1,3.5,0,0
桃源國中,20076,0,0,21.5,46,137,142.5,61,180,50.5,45.5,3.5,6,0,0,9,4.5,1,0,0,0,0,0,3.5,0,2,42.5,18.5,2,5,0,0
北投國小,20076,0,0,18.5,42.5,130.5,133.5,48.5,151,43.5,39,0,0,0,0,7.5,2.5,1,0,0,0,0,0,12,0,0,40,15,0.5,5.5,0,0
陽明高中,20076,0,0,31.5,39,202.5,159.5,60,214.5,75,46,1,6,0,0,5,7,0,0,0,0,0,0,11,0,0,33,52,3,15,0,0
太平國小,20076,0,0,37,40.5,60,107,62.5,193.5,80,36,4.5,5.5,0,0,4,5,0,0,0,0,0,0,26.5,0,0,14.5,53,5,49,0,0
民生國中,20076,0,0,42,32.5,85,83.5,58,169.5,66,30,2.5,5.5,0,0,5.5,4.5,0,0,0,4,11,0.5,9.5,0,7,19,55.5,1.5,1,0,0
中正國中,20076,0,0,50,36.5,25,89,64,179,65,33.5,3.5,7,0,0,6.5,5.5,0.5,2,0,0,25,0,40.5,0,0,12,67.5,0.5,27.5,0,0
三興國小,20076,0.5,0,45,32.5,25.5,88.5,66,163.5,52.5,29.5,1.5,5.5,0,0,14.5,5.5,0.5,34.5,0,13.5,0,0,23.5,0,0,13,98.5,3.5,0.5,0,0
格致國中,20076,0,0,15,31,84,111.5,32.5,118,41,25.5,2.5,3.5,0,0,3,4,0,0,0,0,0,0,4,0,7,6.5,24.5,2,17.5,0,0
平等國小,20076,0,0,27,41,105,138.5,44,159,61,34,3.5,5,0,0,3,6,0,0,0,3,0,0,4,0,27.5,16.5,22.5,0,3,0,0
至善國中,20076,0,0,30,32.5,51,69,50.5,153,69,34.5,6.5,5,0,0,4.5,6,0,0,0,0,0,0,10,0,19,8.5,45,0,9,0,0
碧湖國小,20076,1,0,31,28.5,103,85,43.5,193,82.5,31.5,9,5,0,0,3,3.5,0,0,0,12.5,13.5,0,4.5,0,24.5,24,9.5,0.5,1,0,0
東湖國小,20076,4,0,36.5,30.5,97.5,84,50.5,203,91.5,34,2,5,0,0,13,5,1,0,0,9.5,0.5,0,38,0,30,53,26,4,0,0,0
?公國中,20076,4.5,0,40,27,38,74,65,154.5,52.5,30,0,5,0,0,22.5,6.5,0.5,29.5,0,37,0,8,61.5,0,0,35.5,41,0.5,0,0,0
舊莊國小,20076,29.5,0,31,22,59.5,76.5,64.5,142.5,52.5,33.5,0,4.5,0,0,30,5.5,0,9,0,0.5,0,0,55,0,2.5,59,40,5.5,1,0,0
市政中心,20076,0,0,34,29.5,32.5,79,60.5,153,54.5,28,0.5,5.5,0,0,11.5,5,0.5,47.5,0,34,0.5,0,15.5,0,0,16.5,81,1,0,0,0
博嘉國小,20076,18,0,46,28.5,16,65.5,65.5,124.5,29.5,24.5,1,6,0,0,43.5,9,0.5,2,0,24,0,0,88.5,0,0,43,53,2,0.5,0,0
北政國中,20076,30,0.5,46,22,12,70.5,70,115.5,22.5,24.5,0,6.5,0,0,67,6,0,6,0,1,0,4,105,0,0,40.5,46,3.5,10,0,0
長安國小,20076,0,0,35,42,47.5,87.5,54,174,59.5,31.5,3.5,6,0,0,5,5,0,0,0,0,21.5,0,27,0,0,11,65,0.5,21,0,0
望星橋,20076,0,0,26.4,23.2,6.5,34.7,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
白馬山莊,20076,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中和橋,20076,0,0,0.1,1.6,5.7,7.6,6,3.3,4.6,0.8,0.7,0.4,0.5,1.5,1.9,1,1.2,1.1,1,0.6,0.6,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.4,0
磺溪橋,20076,0,0,0.3,0.9,0.4,0.9,1.5,1.7,2.9,0.9,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
宜興橋,20076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.6,0.2,0,0,0,0,0,0,0,0
雙溪,20076,0,0,25.5,40,127.5,123,19,172.5,80.5,34.5,14,5.5,0,0,4,5.5,0,0,0,0,0,0,5,0,42.5,12,24.5,0,2,0,0
湖田國小,20077,0.5,0,0,0,0,0,0,0,0,0,13,0.5,23.5,0,0,0,0,0,0,0,0,0,0,1,0,0,1.5,0,0,0,2.5
大屯國小,20077,0,0,0,0,0,0,0,0,0,0,2,0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,2.5,0,4.5
桃源國中,20077,0,0,0,0,0,0,0,0,0,0,3,0.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5
北投國小,20077,0,0,0,0,0,0,0,0,0,0,0.5,0,8.5,0,0,0,0,0,1.5,0,0,0,0,0.5,0,0,0,0,2,6,4
陽明高中,20077,13,0,0,0,6.5,0.5,0,0,0,0.5,55,0,14,0,0,0,0,0,0,0,0,0,0,2.5,0,1.5,0,0,0,23,23
太平國小,20077,2,0,0,0,2,0,0,0,1.5,0,64.5,0,8,0,0,0,0,0,0,0,0,0,0,12.5,0,2.5,0,0,3.5,34.5,10
民生國中,20077,1.5,0,1,0,58,0,0,0,19.5,0,50,0,14,0.5,0,0,0,0,0,0,0,0,0,14.5,0,0,0,0,0,1,0
中正國中,20077,25.5,0,1,0,39,0.5,0,0,23,0,63,0,9.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.5,39.5
三興國小,20077,1.5,0,0,1,112.5,9.5,0,0,41.5,0.5,31,0,22,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2.5,0
格致國中,20077,15.5,0,0,0,0,0,0,0,0,0,19.5,0,18.5,0,0,0,0,0,0,0,0,0,0,2,0,13.5,0,0,14,0,11
平等國小,20077,0,0,0,0,17.5,0,0,0,3.5,5,1,0,27.5,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
至善國中,20077,0,0,0,0,10,0.5,0,0,7.5,1.5,16.5,4.5,21.5,0,0,0,0,0,0,0,0,0,0,3.5,4,0,3,0,0,0,10
碧湖國小,20077,0,0,0.5,0,24.5,0,0,0,13.5,0,17.5,0,23,46.5,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0
東湖國小,20077,0,0,0,0,29,0,0,0,89.5,1,15.5,0,21,26,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
?公國中,20077,0,0,0.5,1.5,64,4,0,0,119,0.5,44,0,15.5,0.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
舊莊國小,20077,0,0,0,1.5,18.5,2.5,0,1,90.5,0.5,43.5,0,18,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
市政中心,20077,0,0,0,2.5,94.5,7.5,0,0,26,0,43.5,0,16.5,0,0,0,0,0,0,0,0,0,0,1,2.5,0,0,0,0,0,0
博嘉國小,20077,5.5,0,0,5.5,64.5,0,0,0,77.5,0,66,0,22,30.5,0.5,0,0,0,0,0,0,0,0,15,1.5,0,0,0,4,0,1
北政國中,20077,18.5,0,0.5,1,25.5,0,0,0,101,0.5,42,0,19,104.5,1.5,0.5,0,0,0,0,0,0,0,5.5,0.5,0,0,3,36.5,0,3
長安國小,20077,5,0,1.5,0,34,0,0,0,30,0,66,0,12.5,0,0,0,0,0,0,0,0,0,0,21.5,0,0,0,0,0,29,30
白馬山莊,20077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0
中和橋,20077,0.4,0.5,0.3,0.3,0.4,0.4,0.4,0.3,0.3,0.2,0.2,0.1,0.3,0.2,0.2,0.1,0.1,0,0,0,0,0,0,0.4,0,1,0,0,2,4.7,2.7
磺溪橋,20077,0,0,0,0,0,0,1.6,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.1
宜興橋,20077,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
雙溪,20077,1.5,0,0,0,20.5,0.5,0,0,7,3,10,0.5,37,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,12
湖田國小,20078,0,0,0,50,0,0,46,105,6,73,4,49,15,141,0,26,48.5,110.5,10,0,14.5,28.5,101.5,13.5,32,19.5,0,0,0,0,0
大屯國小,20078,0,0,38,78.5,2.5,2.5,25,26.5,3,6,2.5,17,4.5,63.5,1.5,9,26,55.5,7.5,0,5.5,6,2,3,6.5,11.5,0,0,0,1,0
桃源國中,20078,0,0,18.5,65,1.5,1.5,20,21,2.5,0,1.5,16,4.5,65,0.5,2.5,16.5,37,2.5,0,0,48.5,10,1,7.5,7.5,0,0,0,0,0
北投國小,20078,0,0,25,73,11.5,11.5,19.5,20,2,0.5,1.5,14.5,4.5,51.5,0.5,0,12.5,23.5,6.5,0,12,2.5,7.5,2,8,9,0,0,0,0.5,0
陽明高中,20078,8,9,40.5,88,0,0,51.5,29.5,4,0.5,1.5,18.5,6.5,113,0,5,47.5,85,6.5,0,0,89.5,5.5,10,2,14.5,0,0,0,0,0.5
太平國小,20078,16.5,19,10.5,76,0,0,37.5,18.5,4.5,3.5,1,15.5,3.5,54.5,0,14,22,64,5.5,0.5,0,112.5,40,9.5,2.5,9,0,0,0,0,11
民生國中,20078,0,0.5,33.5,7,0,0,53,30.5,6.5,3.5,1.5,16.5,1.5,95.5,0,22.5,27.5,101,6.5,1.5,19,31.5,0,0,0,0,0,0,0,0,0
中正國中,20078,18,18.5,65.5,66.5,0,0,41.5,15,3.5,0.5,1.5,16,1.5,56.5,0,10.5,52,97,7,2.5,4,113.5,99.5,3.5,3.5,8,0,0,0,0,24.5
三興國小,20078,13,20,71,28,0,0,40,22.5,5.5,1.5,1,15,1,60,0,7.5,54.5,109,6,1.5,14,66.5,91,1,5.5,12,0,0,0,0,0
格致國中,20078,0,0,3.5,17,0,0,2.5,0,0,0,0,0,0,39,0,2,12.5,45.5,4.5,0,0.5,23.5,33.5,5.5,1.5,10,0,0,0,0,0
平等國小,20078,0,0,1,0.5,0,0,27,32,5,1.5,1.5,11,3.5,38,0,5.5,12,57.5,5,0.5,0,0,0,6,0,0,0,0,0,0,0
至善國中,20078,0,0,30.5,13.5,0,0,38.5,28.5,3.5,0.5,1.5,16,5,61,0,4.5,36.5,81,5.5,1,0,45,31,6,1,10.5,0,1,0,0,0
碧湖國小,20078,0,4,55.5,2.5,0,0,60,25.5,5.5,0.5,0.5,14.5,2,26,0,6.5,26.5,98.5,5,1,41.5,21.5,14.5,5,1.5,7,0,0,0,0,0
東湖國小,20078,0,0,25.5,0,0,0,71.5,37,7.5,1.5,1,15.5,1,28,0,18,28,134.5,5,0.5,78,19,19.5,7.5,7,5,0,0,0,0,0
?公國中,20078,0,16,82,3,0,0,47.5,36.5,10.5,2.5,1.5,14.5,1,70.5,0,8,67.5,135.5,7,1,62.5,46,49,3,5.5,10,0,0,0,0,0
舊莊國小,20078,0,0,8,1,0,0,47.5,53,13.5,1.5,1.5,14.5,0.5,37.5,0,6.5,63,134.5,3,0.5,77.5,22.5,4,2.5,4,3,0,0,0,0,0
市政中心,20078,1.5,4,72.5,18.5,0,0,35,20,5.5,1,1,14,1,80,0,5.5,42,58.5,5.5,1,16.5,62.5,66.5,2.5,5,11.5,0,0,0,0,0
博嘉國小,20078,0,15.5,56.5,41,0,0,50,19.5,7.5,9.5,1.5,14.5,1,48,0,27.5,53.5,101,6.5,2,37.5,34.5,78.5,1.5,3,15,0,0,0,0,0
北政國中,20078,1,1,24.5,43,0,0,71,19,16,6,2.5,14.5,0.5,32,0,37,46,149,6.5,4.5,46.5,22,84.5,1,1.5,13,0,0,0,0,0
長安國小,20078,6.5,7,24.5,58.5,0,0,44,20,5,1.5,1,15.5,2,45,0,12,42,84,6,3,2.5,104,50.5,14,5,11,0,0,0,0,19
